class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.6499941349029541,33,1813
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.3956678509712219,1394,3150
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.8186025619506836,3024,1523
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN
Azithromycin,0.7122641801834106,2,53
Aztreonam,NaN,NaN,NaN
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,0.1764705926179886,51,1
Cefazolin,NaN,NaN,NaN
Cefepime,0.594654381275177,259,1582
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN
Cefoxitin,NaN,NaN,NaN
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.5723893642425537,354,2420
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,1.0,1,1
Ceftriaxone,0.775779128074646,716,2159
Cefuroxime,0.3422011137008667,1076,1766
Chloramphenicol,NaN,NaN,NaN
Ciprofloxacin,0.6499258279800415,396,3385
Clarithromycin,0.6698398590087891,215,835
Clindamycin,0.8917304277420044,397,826
Colistin,0.9999999403953552,5,7
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.812599778175354,1253,2822
Daptomycin,NaN,NaN,NaN
Doxycycline,0.5342199206352234,44,793
Ertapenem,NaN,NaN,NaN
Erythromycin,0.555555522441864,3,51
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.7961698770523071,503,752
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,0.5047438144683838,31,714
Gentamicin,0.3594570755958557,550,3441
Gentamicin_high_level,NaN,NaN,NaN
Imipenem,0.8163945078849792,44,1812
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,NaN,NaN,NaN
Linezolid,0.7894737124443054,3,304
Meropenem,0.4722222089767456,8,18
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,0.8689321279525757,2,103
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,0.20454545319080353,4,66
Mupirocin,0.899492621421814,535,140
Neomycin,NaN,NaN,NaN
Nitrofurantoin,0.8996979594230652,325,1426
Norfloxacin,0.6960870027542114,191,1140
Novobiocin,0.15975424647331238,7,93
Oxacillin,0.8901110291481018,710,851
Penicillin,0.48967444896698,724,412
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,NaN,NaN,NaN
Piperacillin-Tazobactam,0.6257944107055664,309,2185
Polymyxin B,0.39395302534103394,486,2305
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.6439790725708008,4,764
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,NaN,NaN,NaN
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.31758037209510803,23,46
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN
Tigecycline,NaN,NaN,NaN
Tobramycin,NaN,NaN,NaN
Vancomycin,0.8127256631851196,16,1108
Voriconazole,NaN,NaN,NaN
micro,0.6305220127105713,,
macro,0.4954931133467218,,
