class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.6337950229644775,0.21875,287,1025
Ampicillin,0.9093952775001526,0.7072104879825201,971,402
Cefepime,0.21128618717193604,0.04548736462093863,63,1322
Ceftazidime,0.19937121868133545,0.08303249097472924,115,1270
Ceftriaxone,0.23864299058914185,0.08181818181818182,108,1212
Ciprofloxacin,0.3170563280582428,0.12244897959183673,240,1720
Erythromycin,0.5659780502319336,0.2731006160164271,133,354
Fosfomycin,0.5789527297019958,0.15577626764244643,298,1615
Gentamicin,0.21793636679649353,0.054,108,1892
Imipenem,0.5965542197227478,0.08339376359680928,115,1264
Penicillin,0.9216548800468445,0.8484162895927602,375,67
Piperacillin-Tazobactam,0.15863825380802155,0.07827359180687637,107,1260
Tetracycline,0.40130841732025146,0.12622950819672132,77,533
micro,0.6823248267173767,0.1769916730644304,,
macro,0.45773614943027496,NaN,,
