class,ROCAUC,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.8462833166122437,284,1048
Ampicillin,0.8263385891914368,961,422
Cefepime,0.7100998163223267,74,1319
Ceftazidime,0.7252263426780701,118,1271
Ceftriaxone,0.7321975827217102,110,1222
Ciprofloxacin,0.746687650680542,213,1754
Erythromycin,0.7245699763298035,137,342
Fosfomycin,0.8364012837409973,304,1639
Gentamicin,0.7234631180763245,104,1907
Imipenem,0.9119195938110352,98,1255
Penicillin,0.6869971752166748,348,80
Piperacillin-Tazobactam,0.6796460747718811,109,1265
Tetracycline,0.6961960792541504,53,561
micro,0.8535872101783752,,
macro,0.7573866614928613,,
