class,ROCAUC,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.8126230835914612,315,1011
Ampicillin,0.8180594444274902,980,411
Cefepime,0.6848173141479492,61,1331
Ceftazidime,0.7142611145973206,94,1295
Ceftriaxone,0.7291582822799683,96,1237
Ciprofloxacin,0.7239523530006409,220,1729
Erythromycin,0.7695752382278442,146,338
Fosfomycin,0.8485713005065918,274,1638
Gentamicin,0.7837928533554077,98,1896
Imipenem,0.9368770718574524,127,1264
Penicillin,0.6643083691596985,350,63
Piperacillin-Tazobactam,0.6814498901367188,105,1273
Tetracycline,0.8139472603797913,64,529
micro,0.8634042739868164,,
macro,0.7677995058206412,,
