class,ROCAUC,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.8156142234802246,317,1006
Ampicillin,0.8240547776222229,974,402
Cefepime,0.713388204574585,70,1321
Ceftazidime,0.6951764225959778,119,1270
Ceftriaxone,0.7153674960136414,116,1209
Ciprofloxacin,0.7140309810638428,236,1725
Erythromycin,0.7855517268180847,149,339
Fosfomycin,0.80072021484375,299,1630
Gentamicin,0.7155302166938782,96,1912
Imipenem,0.9132833480834961,106,1245
Penicillin,0.7345749139785767,380,65
Piperacillin-Tazobactam,0.6860252022743225,127,1246
Tetracycline,0.766145646572113,41,568
micro,0.8488266468048096,,
macro,0.7599587211242089,,
