class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.7031713724136353,0.2402148887183423,313,990
Ampicillin,0.9013411402702332,0.7045790251107829,954,400
Cefepime,0.17385274171829224,0.049891540130151846,69,1314
Ceftazidime,0.23964212834835052,0.07910014513788098,109,1269
Ceftriaxone,0.23858731985092163,0.07568807339449542,99,1209
Ciprofloxacin,0.2818787395954132,0.11717171717171718,232,1748
Erythromycin,0.5532836318016052,0.2778904665314402,137,356
Fosfomycin,0.6180909872055054,0.1485148514851485,285,1634
Gentamicin,0.18003393709659576,0.044212617983109784,89,1924
Imipenem,0.6274411678314209,0.0790454884414616,106,1235
Penicillin,0.9223688840866089,0.8344519015659956,373,74
Piperacillin-Tazobactam,0.18903079628944397,0.09157509157509157,125,1240
Tetracycline,0.4241372048854828,0.1032258064516129,64,556
micro,0.6938048601150513,0.17481069569332702,,
macro,0.4656046193379622,NaN,,
