class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.6822203397750854,0.2132132132132132,284,1048
Ampicillin,0.907025933265686,0.6948662328271873,961,422
Cefepime,0.1831585168838501,0.05312275664034458,74,1319
Ceftazidime,0.2550906240940094,0.08495320374370051,118,1271
Ceftriaxone,0.26331669092178345,0.08258258258258258,110,1222
Ciprofloxacin,0.31977638602256775,0.10828673106253177,213,1754
Erythromycin,0.49347224831581116,0.2860125260960334,137,342
Fosfomycin,0.5925566554069519,0.1564590838908904,304,1639
Gentamicin,0.19525615870952606,0.05171556439582297,104,1907
Imipenem,0.6917722821235657,0.07243163340724317,98,1255
Penicillin,0.8868255615234375,0.8130841121495327,348,80
Piperacillin-Tazobactam,0.19771356880664825,0.07933042212518195,109,1265
Tetracycline,0.24025143682956696,0.08631921824104234,53,561
micro,0.6798897385597229,0.17137310271796682,,
macro,0.45449510789834535,NaN,,
