class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.6505624651908875,0.23755656108597284,315,1011
Ampicillin,0.9062679409980774,0.7045291157440691,980,411
Cefepime,0.2203804850578308,0.04382183908045977,61,1331
Ceftazidime,0.25334906578063965,0.06767458603311735,94,1295
Ceftriaxone,0.2789944112300873,0.07201800450112528,96,1237
Ciprofloxacin,0.3069301247596741,0.11287839917906618,220,1729
Erythromycin,0.5986225008964539,0.30165289256198347,146,338
Fosfomycin,0.5917485952377319,0.14330543933054393,274,1638
Gentamicin,0.2333730161190033,0.04914744232698094,98,1896
Imipenem,0.6975939869880676,0.09130122214234364,127,1264
Penicillin,0.9022405743598938,0.847457627118644,350,63
Piperacillin-Tazobactam,0.21948085725307465,0.07619738751814223,105,1273
Tetracycline,0.38649946451187134,0.10792580101180438,64,529
micro,0.6686806678771973,0.1729123635290646,,
macro,0.4804648837217918,NaN,,
