class,ROCAUC,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.811581552028656,287,1025
Ampicillin,0.8220970034599304,971,402
Cefepime,0.7382513284683228,63,1322
Ceftazidime,0.651235818862915,115,1270
Ceftriaxone,0.6931380033493042,108,1212
Ciprofloxacin,0.7215358018875122,240,1720
Erythromycin,0.7848646640777588,133,354
Fosfomycin,0.8266316652297974,298,1615
Gentamicin,0.7235534191131592,108,1892
Imipenem,0.922447681427002,115,1264
Penicillin,0.6941293478012085,375,67
Piperacillin-Tazobactam,0.6508232951164246,107,1260
Tetracycline,0.7401134967803955,77,533
micro,0.85393887758255,,
macro,0.7523386982771066,,
