class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN,NaN
Amikacin,0.024699276313185692,0.01687344913151365,34,1981
Aminoglycosides,NaN,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.6265469193458557,0.22983626440266827,1516,5080
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN,NaN
Ampicillin,0.5803195834159851,0.703795259560855,4840,2037
Ampicillin+Sulbactam,NaN,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN,NaN
Ampicillin-Sulbactam,0.3285255432128906,0.5052264808362369,145,142
Anidulafungin,NaN,NaN,NaN,NaN
Azithromycin,NaN,NaN,NaN,NaN
Aztreonam,0.12736424803733826,0.10526315789473684,24,204
Bacitracin,NaN,NaN,NaN,NaN
Benzylpenicillin,NaN,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN,NaN
Caspofungin,NaN,NaN,NaN,NaN
Cefalotin-Cefazolin,NaN,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN,NaN
Cefepime,0.09775391221046448,0.04853110599078341,337,6607
Cefixime,NaN,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN,NaN
Cefotaxime,0.0833333358168602,0.04,1,24
Cefoxitin,NaN,NaN,NaN,NaN
Cefoxitin_screen,NaN,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN,NaN
Ceftazidime,0.14999443292617798,0.08008658008658008,555,6375
Ceftazidime-Avibactam,NaN,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN,NaN
Ceftolozane-Tazobactam,NaN,NaN,NaN,NaN
Ceftriaxone,0.16614045202732086,0.07993351465699607,529,6089
Cefuroxime,NaN,NaN,NaN,NaN
Chloramphenicol,0.5,0.038461538461538464,1,25
Ciprofloxacin,0.2635595202445984,0.116226953244372,1141,8676
Clarithromycin,NaN,NaN,NaN,NaN
Clindamycin,0.5220140814781189,0.384180790960452,136,218
Colistin,0.0650094524025917,0.06070287539936102,19,294
Cotrimoxazol,NaN,NaN,NaN,NaN
Cotrimoxazole,1.0,1.0,1280,0
Daptomycin,0.10736503452062607,0.11224489795918367,44,348
Doxycycline,NaN,NaN,NaN,NaN
Ertapenem,0.026946546509861946,0.018038502349552826,119,6478
Erythromycin,0.45897534489631653,0.2887700534759358,702,1729
Fluconazol,NaN,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN,NaN
Fosfomycin,0.2634420096874237,0.15183028286189684,1460,8156
Fosfomycin-Trometamol,NaN,NaN,NaN,NaN
Fusidic acid,NaN,NaN,NaN,NaN
Gentamicin,0.19390490651130676,0.04937163375224417,495,9531
Gentamicin_high_level,NaN,NaN,NaN,NaN
Imipenem,0.48272910714149475,0.080997798972854,552,6263
Isavuconazole,NaN,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN,NaN
Levofloxacin,0.2953633964061737,0.22380952380952382,47,163
Linezolid,0.0009662634111009538,0.0012004801920768306,4,3328
Meropenem,0.08119155466556549,0.01539250897896357,30,1919
Meropenem_with_meningitis,NaN,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN,NaN
Metronidazole,NaN,NaN,NaN,NaN
Micafungin,NaN,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN,NaN
Moxifloxacin,NaN,NaN,NaN,NaN
Mupirocin,NaN,NaN,NaN,NaN
Neomycin,NaN,NaN,NaN,NaN
Nitrofurantoin,NaN,NaN,NaN,NaN
Norfloxacin,NaN,NaN,NaN,NaN
Novobiocin,NaN,NaN,NaN,NaN
Oxacillin,NaN,NaN,NaN,NaN
Penicillin,0.852811872959137,0.8395402298850575,1826,349
PenicillinG,NaN,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN,NaN
Piperacillin,0.11582595109939575,0.13095238095238096,33,219
Piperacillin-Tazobactam,0.13416433334350586,0.08356424092168586,573,6284
Polymyxin B,NaN,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN,NaN
Rifampicin,0.06347145140171051,0.006981382978723404,21,2987
Rifampicin_1mg-l,NaN,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN,NaN
Teicoplanin,0.04646584019064903,0.027874564459930314,8,279
Teicoplanin_GRD,NaN,NaN,NaN,NaN
Tetracycline,0.3253471851348877,0.09816152330925805,299,2747
Ticarcillin,0.7189322710037231,0.7030567685589519,161,68
Ticarcillin-Clavulan acid,0.4744208753108978,0.4425531914893617,104,131
Tigecycline,0.001071054837666452,0.000651890482398957,2,3066
Tobramycin,0.05024491250514984,0.036923076923076927,12,313
Vancomycin,0.026208333671092987,0.005103572500750525,17,3314
Voriconazole,NaN,NaN,NaN,NaN
micro,0.43626105785369873,0.15171880417100034,,
macro,0.27220908831291396,NaN,,
