class,ROCAUC,n_positives,n_negatives
Amikacin,0.850581705570221,204,3291
Amoxicillin-Clavulanic acid,0.9268836975097656,1973,3069
Ampicillin-Amoxicillin,0.9399848580360413,4409,994
Cefazolin,0.9398037195205688,819,1147
Cefepime,0.9295738935470581,1296,4415
Cefpodoxime,0.9371589422225952,458,873
Ceftazidime,0.8702684640884399,491,3032
Ceftriaxone,0.9199037551879883,1424,3892
Cefuroxime,0.9323490262031555,866,1201
Ciprofloxacin,0.9062037467956543,1446,4671
Clindamycin,0.8610008358955383,670,1607
Colistin,0.9836065769195557,601,3131
Cotrimoxazole,0.8772551417350769,960,4360
Ertapenem,0.9142560958862305,54,2950
Erythromycin,0.8361628651618958,853,1316
Fosfomycin-Trometamol,0.8035255074501038,280,934
Fusidic acid,0.8767440915107727,636,1442
Gentamicin,0.9333102703094482,458,1607
Imipenem,0.9662059545516968,1364,4538
Levofloxacin,0.8995702266693115,784,3410
Meropenem,0.9602425694465637,986,4929
Nitrofurantoin,0.966457188129425,76,335
Norfloxacin,0.8663235902786255,161,1050
Oxacillin,0.9359050393104553,906,1243
Penicillin,0.947843074798584,1922,718
Piperacillin-Tazobactam,0.9010012745857239,1286,4410
Rifampicin,0.9425087571144104,119,2031
Teicoplanin,0.9588780999183655,44,1474
Tetracycline,0.9212841391563416,612,1321
Tobramycin,0.8574177622795105,350,3347
micro,0.9392222762107849,,
macro,0.9120736956596375,,
