class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amikacin,0.4104136526584625,0.05916305916305916,205,3260
Amoxicillin-Clavulanic acid,0.908437967300415,0.39649805447470815,2038,3102
Ampicillin-Amoxicillin,0.9875044822692871,0.8151711378353377,4406,999
Cefazolin,0.9250962734222412,0.4286417322834646,871,1161
Cefepime,0.8379426002502441,0.23494501658230058,1346,4383
Cefpodoxime,0.9048110246658325,0.35294117647058826,474,869
Ceftazidime,0.5729004144668579,0.14204058302372105,497,3002
Ceftriaxone,0.8498648405075073,0.2804742497221193,1514,3884
Cefuroxime,0.9177184104919434,0.42944210032817626,916,1217
Ciprofloxacin,0.7920191287994385,0.24727686555031703,1521,4630
Clindamycin,0.7545075416564941,0.3154965753424658,737,1599
Colistin,0.9902916550636292,0.15200868621064062,560,3124
Cotrimoxazole,0.6186921000480652,0.1851024208566108,994,4376
Ertapenem,0.2797151803970337,0.019719251336898395,59,2933
Erythromycin,0.7911607623100281,0.40970350404312667,912,1314
Fosfomycin-Trometamol,0.6526079773902893,0.22285714285714286,273,952
Fusidic acid,0.7611478567123413,0.32197853476434907,690,1453
Gentamicin,0.8364111185073853,0.2216518898740084,475,1668
Imipenem,0.9235188364982605,0.2315112540192926,1368,4541
Levofloxacin,0.7554222941398621,0.1941910705712914,809,3357
Meropenem,0.8704811334609985,0.1761058981233244,1051,4917
Nitrofurantoin,0.796619176864624,0.19951923076923078,83,333
Norfloxacin,0.6362031698226929,0.16131687242798354,196,1019
Oxacillin,0.9166707396507263,0.4229390681003584,944,1288
Penicillin,0.983417809009552,0.7388059701492538,1980,700
Piperacillin-Tazobactam,0.7970757484436035,0.2344815527190068,1341,4378
Rifampicin,0.5771934390068054,0.044444444444444446,98,2107
Teicoplanin,0.5522652268409729,0.026281208935611037,40,1482
Tetracycline,0.8728429079055786,0.30109670987038883,604,1402
Tobramycin,0.5007262229919434,0.09309967141292443,340,3312
micro,0.8813412189483643,0.27313593862383123,,
macro,0.7657893230517705,NaN,,
