class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amikacin,0.3785434067249298,0.05098493626882966,176,3276
Amoxicillin-Clavulanic acid,0.9172447919845581,0.4006747370510022,2019,3020
Ampicillin-Amoxicillin,0.9867041707038879,0.8225415189401007,4408,951
Cefazolin,0.9179214239120483,0.4235938277750124,851,1158
Cefepime,0.8362261652946472,0.222124516355962,1263,4423
Cefpodoxime,0.9228537678718567,0.35714285714285715,480,864
Ceftazidime,0.5799744129180908,0.14416738320435654,503,2986
Ceftriaxone,0.849153995513916,0.278019278019278,1471,3820
Cefuroxime,0.9079029560089111,0.4239284032030146,900,1223
Ciprofloxacin,0.7930558323860168,0.24293228139381987,1478,4606
Clindamycin,0.7380393743515015,0.3200863930885529,741,1574
Colistin,0.9885175824165344,0.1527777777777778,561,3111
Cotrimoxazole,0.6516064405441284,0.18244760479041916,975,4369
Ertapenem,0.45369404554367065,0.02173174872665535,64,2881
Erythromycin,0.7867122292518616,0.41935483870967744,923,1278
Fosfomycin-Trometamol,0.6016615629196167,0.1929681112019624,236,987
Fusidic acid,0.7366929054260254,0.32408278457196615,689,1437
Gentamicin,0.8554229736328125,0.21499762695775984,453,1654
Imipenem,0.9067198634147644,0.23510439653709048,1385,4506
Levofloxacin,0.7525153160095215,0.1834176910098819,761,3388
Meropenem,0.8691317439079285,0.1785168844391651,1052,4841
Nitrofurantoin,0.7973838448524475,0.17412935323383086,70,332
Norfloxacin,0.551344633102417,0.1309328968903437,160,1062
Oxacillin,0.9108328223228455,0.4311212814645309,942,1243
Penicillin,0.9813020825386047,0.7427821522309711,1981,686
Piperacillin-Tazobactam,0.7946010828018188,0.23225579761068166,1322,4370
Rifampicin,0.6655058264732361,0.04812098991750687,105,2077
Teicoplanin,0.6159076690673828,0.032658393207054215,50,1481
Tetracycline,0.8794447779655457,0.3213925327951564,637,1345
Tobramycin,0.43990516662597656,0.08571428571428572,312,3328
micro,0.8809853196144104,0.27173157337901155,,
macro,0.7688840955495835,NaN,,
