class,ROCAUC,n_positives,n_negatives
Amikacin,0.8455988168716431,176,3276
Amoxicillin-Clavulanic acid,0.9246404767036438,2019,3020
Ampicillin-Amoxicillin,0.943112850189209,4408,951
Cefazolin,0.9351793527603149,851,1158
Cefepime,0.9193834662437439,1263,4423
Cefpodoxime,0.9318938255310059,480,864
Ceftazidime,0.8412964344024658,503,2986
Ceftriaxone,0.9100881814956665,1471,3820
Cefuroxime,0.9269492626190186,900,1223
Ciprofloxacin,0.8943557143211365,1478,4606
Clindamycin,0.8507297039031982,741,1574
Colistin,0.9928755760192871,561,3111
Cotrimoxazole,0.8759812712669373,975,4369
Ertapenem,0.9208770990371704,64,2881
Erythromycin,0.836638331413269,923,1278
Fosfomycin-Trometamol,0.8268722295761108,236,987
Fusidic acid,0.8610736727714539,689,1437
Gentamicin,0.9399529099464417,453,1654
Imipenem,0.9577304124832153,1385,4506
Levofloxacin,0.8983625769615173,761,3388
Meropenem,0.9558672904968262,1052,4841
Nitrofurantoin,0.9461273550987244,70,332
Norfloxacin,0.8299965262413025,160,1062
Oxacillin,0.929839015007019,942,1243
Penicillin,0.9528946876525879,1981,686
Piperacillin-Tazobactam,0.8889144659042358,1322,4370
Rifampicin,0.9190041422843933,105,2077
Teicoplanin,0.9372450709342957,50,1481
Tetracycline,0.9199126362800598,637,1345
Tobramycin,0.8449711799621582,312,3328
micro,0.9338334798812866,,
macro,0.9052788178126018,,
