class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amikacin,0.41232505440711975,0.06238964096527369,212,3186
Amoxicillin-Clavulanic acid,0.9190630316734314,0.38687737547509504,1934,3065
Ampicillin-Amoxicillin,0.988004744052887,0.8171662632656861,4389,982
Cefazolin,0.9286567568778992,0.40788816774837744,817,1186
Cefepime,0.8460172414779663,0.22846573894662675,1297,4380
Cefpodoxime,0.9142714738845825,0.347953216374269,476,892
Ceftazidime,0.6171067953109741,0.1438953488372093,495,2945
Ceftriaxone,0.8574608564376831,0.2727964972396726,1433,3820
Cefuroxime,0.9202058911323547,0.4140550807217474,872,1234
Ciprofloxacin,0.7874541282653809,0.24626006904487918,1498,4585
Clindamycin,0.7400076985359192,0.3170522707797772,740,1594
Colistin,0.9911057353019714,0.16037475888674566,582,3047
Cotrimoxazole,0.6424300074577332,0.17784090909090908,939,4341
Ertapenem,0.44202935695648193,0.01993127147766323,58,2852
Erythromycin,0.7636890411376953,0.4126912691269127,917,1305
Fosfomycin-Trometamol,0.685103178024292,0.2328767123287671,289,952
Fusidic acid,0.740959644317627,0.30783669638667294,656,1475
Gentamicin,0.8376258611679077,0.20396600566572237,432,1686
Imipenem,0.9278431534767151,0.2338104976141786,1372,4496
Levofloxacin,0.7651875019073486,0.2,833,3332
Meropenem,0.8863193988800049,0.1699335265041759,997,4870
Nitrofurantoin,0.8345717191696167,0.21875,98,350
Norfloxacin,0.5640107989311218,0.1553398058252427,192,1044
Oxacillin,0.9254288077354431,0.4059090909090909,893,1307
Penicillin,0.9831164479255676,0.7350332594235033,1989,717
Piperacillin-Tazobactam,0.8114211559295654,0.22910764872521247,1294,4354
Rifampicin,0.5815819501876831,0.04306436990027199,95,2111
Teicoplanin,0.5830170512199402,0.027830487033523088,44,1537
Tetracycline,0.8561161756515503,0.2967644084934277,587,1391
Tobramycin,0.4798690676689148,0.10230108123093984,369,3238
micro,0.8857646584510803,0.2704975119356434,,
macro,0.7743999908367792,NaN,,
