class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amikacin,0.4024377167224884,0.05216881594372802,178,3234
Amoxicillin-Clavulanic acid,0.9163629412651062,0.39057507987220447,1956,3052
Ampicillin-Amoxicillin,0.9866644740104675,0.8164260266266642,4354,979
Cefazolin,0.9258564114570618,0.4269496544916091,865,1161
Cefepime,0.8562126159667969,0.23197602679358365,1316,4357
Cefpodoxime,0.910517692565918,0.3373313343328336,450,884
Ceftazidime,0.6035827994346619,0.13629758791049112,469,2972
Ceftriaxone,0.8612538576126099,0.27558161528276903,1457,3830
Cefuroxime,0.9163714051246643,0.42857142857142855,921,1228
Ciprofloxacin,0.8009071946144104,0.24869024230517353,1519,4589
Clindamycin,0.757377028465271,0.31872340425531914,749,1601
Colistin,0.9847992658615112,0.15099557522123894,546,3070
Cotrimoxazole,0.6473819613456726,0.18850920015020653,1004,4322
Ertapenem,0.5175070762634277,0.01826326671261199,53,2849
Erythromycin,0.7767228484153748,0.4086687306501548,924,1337
Fosfomycin-Trometamol,0.582483172416687,0.20228384991843393,248,978
Fusidic acid,0.7833096385002136,0.3436776285317277,742,1417
Gentamicin,0.8298003077507019,0.22600186393289842,485,1661
Imipenem,0.926127016544342,0.23758804329153066,1383,4438
Levofloxacin,0.7706714272499084,0.19124087591240876,786,3324
Meropenem,0.8749513030052185,0.17985733695652173,1059,4829
Nitrofurantoin,0.8804378509521484,0.19721577726218098,85,346
Norfloxacin,0.5859538316726685,0.13267813267813267,162,1059
Oxacillin,0.9238647222518921,0.43082469580892296,956,1263
Penicillin,0.9826574921607971,0.7405086619977884,2009,704
Piperacillin-Tazobactam,0.8218544125556946,0.2309055466950204,1303,4340
Rifampicin,0.6609169244766235,0.05623031938821413,125,2098
Teicoplanin,0.5139088034629822,0.031189083820662766,48,1491
Tetracycline,0.8580679297447205,0.3179791976225854,642,1377
Tobramycin,0.4631372094154358,0.09015025041736227,324,3270
micro,0.8877711296081543,0.2734275746637359,,
macro,0.7774032443761826,NaN,,
