class,ROCAUC,n_positives,n_negatives
Amikacin,0.8531056642532349,178,3234
Amoxicillin-Clavulanic acid,0.9255738258361816,1956,3052
Ampicillin-Amoxicillin,0.9408726692199707,4354,979
Cefazolin,0.9405151605606079,865,1161
Cefepime,0.9314473271369934,1316,4357
Cefpodoxime,0.9242784976959229,450,884
Ceftazidime,0.8662168979644775,469,2972
Ceftriaxone,0.9222503304481506,1457,3830
Cefuroxime,0.9319647550582886,921,1228
Ciprofloxacin,0.8998416662216187,1519,4589
Clindamycin,0.8662275671958923,749,1601
Colistin,0.992822527885437,546,3070
Cotrimoxazole,0.869443416595459,1004,4322
Ertapenem,0.9546945095062256,53,2849
Erythromycin,0.8439964056015015,924,1337
Fosfomycin-Trometamol,0.8085667490959167,248,978
Fusidic acid,0.8603490591049194,742,1417
Gentamicin,0.9337462186813354,485,1661
Imipenem,0.9674345850944519,1383,4438
Levofloxacin,0.9014217257499695,786,3324
Meropenem,0.9589855670928955,1059,4829
Nitrofurantoin,0.9748044610023499,85,346
Norfloxacin,0.8552734851837158,162,1059
Oxacillin,0.9376352429389954,956,1263
Penicillin,0.9526717662811279,2009,704
Piperacillin-Tazobactam,0.9067158699035645,1303,4340
Rifampicin,0.9195348024368286,125,2098
Teicoplanin,0.9716912508010864,48,1491
Tetracycline,0.9073315858840942,642,1377
Tobramycin,0.8486530780792236,324,3270
micro,0.9387423396110535,,
macro,0.9122688889503479,,
