class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.7067521810531616,26,900
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.31509196758270264,536,1454
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.9519777894020081,714,634
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN
Azithromycin,NaN,NaN,NaN
Aztreonam,NaN,NaN,NaN
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,0.6948262453079224,618,457
Benzylpenicillin_others,0.37999996542930603,2,25
Benzylpenicillin_with_meningitis,0.6799999475479126,2,25
Benzylpenicillin_with_pneumonia,0.9615384340286255,1,26
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN
Cefepime,0.5423804521560669,269,1420
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN
Cefoxitin,0.6822808980941772,234,566
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.5809465050697327,106,834
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,NaN,NaN,NaN
Ceftriaxone,0.6125593185424805,115,970
Cefuroxime,0.4012366831302643,304,499
Chloramphenicol,NaN,NaN,NaN
Ciprofloxacin,0.6082701086997986,339,1680
Clarithromycin,0.44845858216285706,36,173
Clindamycin,0.6018698215484619,211,822
Colistin,NaN,NaN,NaN
Cotrimoxazol,0.5940378904342651,196,1553
Cotrimoxazole,NaN,NaN,NaN
Daptomycin,0.13231199979782104,1,718
Doxycycline,NaN,NaN,NaN
Ertapenem,0.3948407471179962,20,785
Erythromycin,0.61457359790802,234,714
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.8742339611053467,293,1242
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,0.5117492079734802,176,560
Gentamicin,0.5078856945037842,133,1414
Gentamicin_high_level,0.45515209436416626,36,179
Imipenem,0.8522591590881348,92,1123
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,0.7518940567970276,197,1007
Linezolid,NaN,NaN,NaN
Meropenem,0.8632848262786865,11,905
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,0.5057471394538879,3,29
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,NaN,NaN,NaN
Mupirocin,0.4134986400604248,10,726
Neomycin,NaN,NaN,NaN
Nitrofurantoin,0.6927554607391357,534,481
Norfloxacin,0.4060201644897461,143,657
Novobiocin,NaN,NaN,NaN
Oxacillin,0.8349708318710327,186,545
Penicillin,NaN,NaN,NaN
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,NaN,NaN,NaN
Piperacillin-Tazobactam,0.646052896976471,188,987
Polymyxin B,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.7701082229614258,13,789
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,0.5542582273483276,26,56
Teicoplanin,0.19904892146587372,10,736
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.5206570029258728,130,747
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN
Tigecycline,0.8968586325645447,2,955
Tobramycin,NaN,NaN,NaN
Vancomycin,0.8899590373039246,16,1220
Voriconazole,NaN,NaN,NaN
micro,0.6551024913787842,,
macro,0.5762586828321219,,
