class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN,NaN
Amikacin,0.051384467631578445,0.028077753779697623,26,900
Aminoglycosides,NaN,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.19325584173202515,0.2693467336683417,536,1454
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN,NaN
Ampicillin,0.9495478868484497,0.5296735905044511,714,634
Ampicillin+Sulbactam,NaN,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN,NaN
Azithromycin,NaN,NaN,NaN,NaN
Aztreonam,NaN,NaN,NaN,NaN
Bacitracin,NaN,NaN,NaN,NaN
Benzylpenicillin,0.6813531517982483,0.5748837209302325,618,457
Benzylpenicillin_others,0.09166666865348816,0.07407407407407407,2,25
Benzylpenicillin_with_meningitis,0.15340909361839294,0.07407407407407407,2,25
Benzylpenicillin_with_pneumonia,0.5,0.037037037037037035,1,26
Caspofungin,NaN,NaN,NaN,NaN
Cefalotin-Cefazolin,NaN,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN,NaN
Cefepime,0.17108727991580963,0.15926583777383066,269,1420
Cefixime,NaN,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN,NaN
Cefoxitin,0.561364471912384,0.2925,234,566
Cefoxitin_screen,NaN,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN,NaN
Ceftazidime,0.12808671593666077,0.1127659574468085,106,834
Ceftazidime-Avibactam,NaN,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN,NaN
Ceftolozane-Tazobactam,NaN,NaN,NaN,NaN
Ceftriaxone,0.17433655261993408,0.10599078341013825,115,970
Cefuroxime,0.3227478265762329,0.37858032378580325,304,499
Chloramphenicol,NaN,NaN,NaN,NaN
Ciprofloxacin,0.21177411079406738,0.16790490341753342,339,1680
Clarithromycin,0.1530608981847763,0.1722488038277512,36,173
Clindamycin,0.29697781801223755,0.2042594385285576,211,822
Colistin,NaN,NaN,NaN,NaN
Cotrimoxazol,0.13106437027454376,0.11206403659233848,196,1553
Cotrimoxazole,NaN,NaN,NaN,NaN
Daptomycin,0.0016025641234591603,0.0013908205841446453,1,718
Doxycycline,NaN,NaN,NaN,NaN
Ertapenem,0.019978273659944534,0.024844720496894408,20,785
Erythromycin,0.34875357151031494,0.2468354430379747,234,714
Fluconazol,NaN,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN,NaN
Fosfomycin,0.7421102523803711,0.19087947882736156,293,1242
Fosfomycin-Trometamol,NaN,NaN,NaN,NaN
Fusidic acid,0.28311651945114136,0.2391304347826087,176,560
Gentamicin,0.0877070426940918,0.08597285067873303,133,1414
Gentamicin_high_level,0.17946484684944153,0.16744186046511628,36,179
Imipenem,0.2101886123418808,0.0757201646090535,92,1123
Isavuconazole,NaN,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN,NaN
Levofloxacin,0.40308061242103577,0.16362126245847175,197,1007
Linezolid,NaN,NaN,NaN,NaN
Meropenem,0.07917362451553345,0.012008733624454149,11,905
Meropenem_with_meningitis,NaN,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN,NaN
Metronidazole,0.18285714089870453,0.09375,3,29
Micafungin,NaN,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN,NaN
Moxifloxacin,NaN,NaN,NaN,NaN
Mupirocin,0.01177697442471981,0.01358695652173913,10,726
Neomycin,NaN,NaN,NaN,NaN
Nitrofurantoin,0.7277545928955078,0.5261083743842364,534,481
Norfloxacin,0.1428806334733963,0.17875,143,657
Novobiocin,NaN,NaN,NaN,NaN
Oxacillin,0.6372303366661072,0.25444596443228457,186,545
Penicillin,NaN,NaN,NaN,NaN
PenicillinG,NaN,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN,NaN
Piperacillin,NaN,NaN,NaN,NaN
Piperacillin-Tazobactam,0.22381989657878876,0.16,188,987
Polymyxin B,NaN,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN,NaN
Rifampicin,0.04851469025015831,0.016209476309226933,13,789
Rifampicin_1mg-l,NaN,NaN,NaN,NaN
Strepomycin_high_level,0.5081743597984314,0.3170731707317073,26,56
Teicoplanin,0.008670271374285221,0.013404825737265416,10,736
Teicoplanin_GRD,NaN,NaN,NaN,NaN
Tetracycline,0.19455012679100037,0.14823261117445838,130,747
Ticarcillin,NaN,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN,NaN
Tigecycline,0.014572137035429478,0.0020898641588296763,2,955
Tobramycin,NaN,NaN,NaN,NaN
Vancomycin,0.2595944106578827,0.012944983818770227,16,1220
Voriconazole,NaN,NaN,NaN,NaN
micro,0.25716403126716614,0.17721992178513918,,
macro,0.2654391748763278,NaN,,
