class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.6267521977424622,26,900
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.4003969728946686,536,1454
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.9514287710189819,714,634
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN
Azithromycin,NaN,NaN,NaN
Aztreonam,NaN,NaN,NaN
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,0.5198564529418945,618,457
Benzylpenicillin_others,0.7599999904632568,2,25
Benzylpenicillin_with_meningitis,0.5199999809265137,2,25
Benzylpenicillin_with_pneumonia,0.26923078298568726,1,26
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN
Cefepime,0.5079846978187561,269,1420
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN
Cefoxitin,0.49906378984451294,234,566
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.5696122646331787,106,834
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,NaN,NaN,NaN
Ceftriaxone,0.6248408555984497,115,970
Cefuroxime,0.44487330317497253,304,499
Chloramphenicol,NaN,NaN,NaN
Ciprofloxacin,0.6576652526855469,339,1680
Clarithromycin,0.48073217272758484,36,173
Clindamycin,0.6249063014984131,211,822
Colistin,NaN,NaN,NaN
Cotrimoxazol,0.5417098999023438,196,1553
Cotrimoxazole,NaN,NaN,NaN
Daptomycin,0.24512535333633423,1,718
Doxycycline,NaN,NaN,NaN
Ertapenem,0.5780254602432251,20,785
Erythromycin,0.6210257411003113,234,714
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.8937005996704102,293,1242
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,0.6187702417373657,176,560
Gentamicin,0.5020976662635803,133,1414
Gentamicin_high_level,0.556952178478241,36,179
Imipenem,0.8644741773605347,92,1123
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,0.7064608931541443,197,1007
Linezolid,NaN,NaN,NaN
Meropenem,0.8728277683258057,11,905
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,0.4942529499530792,3,29
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,NaN,NaN,NaN
Mupirocin,0.38195595145225525,10,726
Neomycin,NaN,NaN,NaN
Nitrofurantoin,0.751380205154419,534,481
Norfloxacin,0.4478398561477661,143,657
Novobiocin,NaN,NaN,NaN
Oxacillin,0.8191871643066406,186,545
Penicillin,NaN,NaN,NaN
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,NaN,NaN,NaN
Piperacillin-Tazobactam,0.6290688514709473,188,987
Polymyxin B,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.7657209634780884,13,789
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,0.593406617641449,26,56
Teicoplanin,0.245244562625885,10,736
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.4718257486820221,130,747
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN
Tigecycline,0.6219895482063293,2,955
Tobramycin,NaN,NaN,NaN
Vancomycin,0.9263319373130798,16,1220
Voriconazole,NaN,NaN,NaN
micro,0.6622581481933594,,
macro,0.5651679530739784,,
