class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.894239604473114,0.3047304730473047,277,632
Ampicillin,0.9386181235313416,0.6604189636163176,599,308
Cefepime,0.5472778081893921,0.12672176308539945,46,317
Ceftazidime,0.40854278206825256,0.13186813186813187,72,474
Ceftriaxone,0.8100016713142395,0.24778761061946902,140,425
Cefuroxime,0.8454238176345825,0.3763440860215054,210,348
Ciprofloxacin,0.5778056383132935,0.11387434554973822,87,677
Clarithromycin,0.7156540751457214,0.20276497695852536,44,173
Clindamycin,0.9031648635864258,0.3130081300813008,77,169
Cotrimoxazole,0.8822671175003052,0.298159509202454,243,572
Fosfomycin,0.8662183284759521,0.4444444444444444,112,140
Gentamicin,0.8177274465560913,0.14089775561097256,113,689
Nitrofurantoin,0.9368001222610474,0.2111111111111111,76,284
Oxacillin,0.9778828620910645,0.415625,133,187
Penicillin,0.8487517833709717,0.6413502109704642,152,85
Piperacillin-Tazobactam,0.5646110773086548,0.14198782961460446,70,423
Polymyxin B,1.0000001192092896,0.18248175182481752,100,448
micro,0.8682057857513428,0.28656481689507973,,
macro,0.7961757200605729,NaN,,
