class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.862713098526001,0.2773480662983425,251,654
Ampicillin,0.9213111996650696,0.6417582417582418,584,326
Cefepime,0.41362130641937256,0.15364583333333334,59,325
Ceftazidime,0.5010143518447876,0.12704174228675136,70,481
Ceftriaxone,0.8202505707740784,0.2504378283712785,143,428
Cefuroxime,0.8789126873016357,0.3672014260249554,206,355
Ciprofloxacin,0.46710777282714844,0.10469798657718121,78,667
Clarithromycin,0.6235778331756592,0.16901408450704225,36,177
Clindamycin,0.8953481912612915,0.3166023166023166,82,177
Cotrimoxazole,0.8678504228591919,0.2938271604938272,238,572
Fosfomycin,0.8088282346725464,0.34801762114537443,79,148
Gentamicin,0.81205153465271,0.1493099121706399,119,678
Nitrofurantoin,0.9795873165130615,0.1755485893416928,56,263
Oxacillin,0.9484416246414185,0.4267515923566879,134,180
Penicillin,0.847731351852417,0.5757575757575758,133,98
Piperacillin-Tazobactam,0.6063778400421143,0.10763209393346379,55,456
Polymyxin B,0.9994469881057739,0.16906474820143885,94,462
micro,0.8475217223167419,0.2726759927797834,,
macro,0.779657195596134,NaN,,
