class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.8853006958961487,0.2989010989010989,272,638
Ampicillin,0.9237411618232727,0.6487376509330406,591,320
Cefepime,0.4303140640258789,0.14171122994652408,53,321
Ceftazidime,0.2847110629081726,0.13074204946996468,74,492
Ceftriaxone,0.7730145454406738,0.24573378839590443,144,442
Cefuroxime,0.8329110741615295,0.37349397590361444,217,364
Ciprofloxacin,0.49126914143562317,0.10949868073878628,83,675
Clarithromycin,0.7404006719589233,0.24870466321243523,48,145
Clindamycin,0.8808369636535645,0.3393665158371041,75,146
Cotrimoxazole,0.8780823945999146,0.34846625766871164,284,531
Fosfomycin,0.8180415034294128,0.3925925925925926,106,164
Gentamicin,0.7345441579818726,0.1293213828425096,101,680
Nitrofurantoin,0.9258620738983154,0.2026315789473684,77,303
Oxacillin,0.982660174369812,0.47157190635451507,141,158
Penicillin,0.8066293001174927,0.6388888888888888,138,78
Piperacillin-Tazobactam,0.4175686836242676,0.10869565217391304,55,451
Polymyxin B,0.9968781471252441,0.18309859154929578,104,464
micro,0.8448399305343628,0.2868494683827644,,
macro,0.7531038715558893,NaN,,
