class,ROCAUC,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.9252216815948486,277,632
Ampicillin,0.9036542773246765,599,308
Cefepime,0.7695103287696838,46,317
Ceftazidime,0.7700129747390747,72,474
Ceftriaxone,0.8801344633102417,140,425
Cefuroxime,0.8748904466629028,210,348
Ciprofloxacin,0.8423233032226562,87,677
Clarithromycin,0.8451130390167236,44,173
Clindamycin,0.9272266030311584,77,169
Cotrimoxazole,0.9147817492485046,243,572
Fosfomycin,0.8922832012176514,112,140
Gentamicin,0.8956549167633057,113,689
Nitrofurantoin,0.9563565254211426,76,284
Oxacillin,0.9713321328163147,133,187
Penicillin,0.7753869891166687,152,85
Piperacillin-Tazobactam,0.8255656361579895,70,423
Polymyxin B,1.0,100,448
micro,0.9202540516853333,,
macro,0.8805557804949143,,
