class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.8935792446136475,0.33771929824561403,308,604
Ampicillin,0.9566402435302734,0.6746987951807228,616,297
Cefepime,0.4329378008842468,0.13172043010752688,49,323
Ceftazidime,0.3791167736053467,0.12435233160621761,72,507
Ceftriaxone,0.7986735701560974,0.2579034941763727,155,446
Cefuroxime,0.8767507672309875,0.39291736930860033,233,360
Ciprofloxacin,0.42507150769233704,0.1089238845144357,83,679
Clarithromycin,0.6630457639694214,0.2127659574468085,40,148
Clindamycin,0.9020605087280273,0.37554585152838427,86,143
Cotrimoxazole,0.900668203830719,0.3231707317073171,265,555
Fosfomycin,0.7520157098770142,0.3837638376383764,104,167
Gentamicin,0.8277507424354553,0.1416256157635468,115,697
Nitrofurantoin,0.9202477931976318,0.175,63,297
Oxacillin,0.9728585481643677,0.5034013605442177,148,146
Penicillin,0.8585048913955688,0.6274509803921569,128,76
Piperacillin-Tazobactam,0.6064497232437134,0.12524850894632206,63,440
Polymyxin B,0.9998856782913208,0.15979381443298968,93,489
micro,0.8626567721366882,0.29138410227904393,,
macro,0.7744857335791868,NaN,,
