class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Ampicillin,0.9278119802474976,0.5162640901771337,1603,1502
Ampicillin+Sulbactam,0.8839326500892639,0.5168539325842697,1288,1204
Cefotaxim,0.32830315828323364,0.10259797446059005,233,2038
Ceftazidime,0.8207828402519226,0.23793677204658903,572,1832
Ceftriaxone,0.3612540364265442,0.10672645739910314,119,996
Ciprofloxacin,0.8397520184516907,0.2568588469184891,646,1869
Clindamycin,0.9302030801773071,0.49303621169916434,1062,1092
Cotrimoxazole,0.8276059627532959,0.2717227523857358,1082,2900
Erythromycin,0.9409476518630981,0.5703742751713231,1082,815
Fosfomycin,0.8719748258590698,0.19226856561546288,378,1588
Gentamicin,0.9974018931388855,0.7278140062375957,2567,960
Imipenem,0.9843334555625916,0.26148293963254593,797,2251
Levofloxacin,0.8794025182723999,0.28181041844577287,330,841
Meropenem,0.4661884009838104,0.03807615230460922,95,2400
Moxifloxacin,0.8204798698425293,0.35875,574,1026
Oxacillin,0.8432482481002808,0.3342082239720035,382,761
PenicillinG,0.9853089451789856,0.7395561357702349,1133,399
Piperacillin-Tazobactam,0.7935120463371277,0.2653910149750416,638,1766
Tetracycline,0.7548205256462097,0.23377703826955074,281,921
Vancomycin,0.8526456952095032,0.025427646786870088,55,2108
micro,0.9201619625091553,0.3375956185217037,,
macro,0.8054954901337623,NaN,,
