class,ROCAUC,n_positives,n_negatives
Ampicillin,0.9265136122703552,1622,1438
Ampicillin+Sulbactam,0.855802059173584,1261,1172
Cefotaxim,0.7775893211364746,236,1939
Ceftazidime,0.9043810367584229,568,1778
Ceftriaxone,0.818432092666626,119,957
Ciprofloxacin,0.8884261846542358,640,1816
Clindamycin,0.9144695997238159,1133,1084
Cotrimoxazole,0.8919512629508972,1031,2849
Erythromycin,0.9101080894470215,1130,841
Fosfomycin,0.9307917952537537,381,1595
Gentamicin,0.9894932508468628,2480,1019
Imipenem,0.99257892370224,802,2245
Levofloxacin,0.9207336902618408,314,897
Meropenem,0.932593822479248,104,2344
Moxifloxacin,0.8550460338592529,543,976
Oxacillin,0.9056723117828369,378,802
PenicillinG,0.9585907459259033,1231,356
Piperacillin-Tazobactam,0.8648874759674072,668,1693
Tetracycline,0.8665223121643066,271,980
Vancomycin,0.9793797135353088,60,2171
micro,0.9410911798477173,,
macro,0.9041981667280197,,
