class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Ampicillin,0.9302949905395508,0.5210727969348659,1632,1500
Ampicillin+Sulbactam,0.8795549869537354,0.5343235648334003,1331,1160
Cefotaxim,0.3495641052722931,0.10863757791629564,244,2002
Ceftazidime,0.8139665722846985,0.25260525218841184,606,1793
Ceftriaxone,0.37968194484710693,0.09707822808671066,103,958
Ciprofloxacin,0.840524435043335,0.25803890432711396,650,1869
Clindamycin,0.9343766570091248,0.49264705882352944,1072,1104
Cotrimoxazole,0.8263887166976929,0.2694550063371356,1063,2882
Erythromycin,0.9461272358894348,0.5639686684073107,1080,835
Fosfomycin,0.8511260747909546,0.18944723618090453,377,1613
Gentamicin,0.9954977631568909,0.728052616528453,2546,951
Imipenem,0.9807780981063843,0.25778943916038044,786,2263
Levofloxacin,0.8108804225921631,0.271304347826087,312,838
Meropenem,0.4795883595943451,0.04820717131474104,121,2389
Moxifloxacin,0.813163697719574,0.3641025641025641,568,992
Oxacillin,0.8052514791488647,0.3333333333333333,376,752
PenicillinG,0.9881481528282166,0.7546563904945408,1175,382
Piperacillin-Tazobactam,0.7827391028404236,0.283991683991684,683,1722
Tetracycline,0.6350950002670288,0.2138047138047138,254,934
Vancomycin,0.7174023985862732,0.02880658436213992,63,2124
micro,0.9147626161575317,0.34104976760004535,,
macro,0.7880075097084045,NaN,,
