class,ROCAUC,n_positives,n_negatives
Ampicillin,0.9163817763328552,1603,1502
Ampicillin+Sulbactam,0.8561303615570068,1288,1204
Cefotaxim,0.784514844417572,233,2038
Ceftazidime,0.8909279108047485,572,1832
Ceftriaxone,0.8322491645812988,119,996
Ciprofloxacin,0.8966120481491089,646,1869
Clindamycin,0.9142647981643677,1062,1092
Cotrimoxazole,0.8966686129570007,1082,2900
Erythromycin,0.9086002707481384,1082,815
Fosfomycin,0.9450867772102356,378,1588
Gentamicin,0.9926689863204956,2567,960
Imipenem,0.992814838886261,797,2251
Levofloxacin,0.9283915162086487,330,841
Meropenem,0.9356995820999146,95,2400
Moxifloxacin,0.8701496124267578,574,1026
Oxacillin,0.9055629968643188,382,761
PenicillinG,0.9611362814903259,1133,399
Piperacillin-Tazobactam,0.864202618598938,638,1766
Tetracycline,0.8580704927444458,281,921
Vancomycin,0.9916077852249146,55,2108
micro,0.9436249732971191,,
macro,0.9070870637893677,,
