class,ROCAUC,n_positives,n_negatives
Ampicillin,0.9262681007385254,1586,1539
Ampicillin+Sulbactam,0.8651672601699829,1271,1227
Cefotaxim,0.7488380670547485,238,2007
Ceftazidime,0.8829464912414551,580,1817
Ceftriaxone,0.7529237270355225,123,967
Ciprofloxacin,0.8973921537399292,640,1876
Clindamycin,0.9142356514930725,1117,1026
Cotrimoxazole,0.8999014496803284,1054,2844
Erythromycin,0.9118304252624512,1108,766
Fosfomycin,0.9295896291732788,368,1540
Gentamicin,0.9906923770904541,2548,913
Imipenem,0.9898126125335693,784,2297
Levofloxacin,0.9206684827804565,320,812
Meropenem,0.9391987323760986,93,2401
Moxifloxacin,0.8642984628677368,553,1025
Oxacillin,0.9069707989692688,375,719
PenicillinG,0.9725586771965027,1182,365
Piperacillin-Tazobactam,0.8507152199745178,649,1757
Tetracycline,0.8101282119750977,288,874
Vancomycin,0.9795458912849426,67,2076
micro,0.941667377948761,,
macro,0.897684121131897,,
