class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.8167521357536316,26,900
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.8224731683731079,536,1454
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.17887407541275024,714,634
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN
Azithromycin,NaN,NaN,NaN
Aztreonam,NaN,NaN,NaN
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,0.609370231628418,618,457
Benzylpenicillin_others,0.6800000071525574,2,25
Benzylpenicillin_with_meningitis,0.13999998569488525,2,25
Benzylpenicillin_with_pneumonia,0.615384578704834,1,26
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN
Cefepime,0.7968701720237732,269,1420
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN
Cefoxitin,0.20768021047115326,234,566
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.6639858484268188,106,834
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,NaN,NaN,NaN
Ceftriaxone,0.6517435312271118,115,970
Cefuroxime,0.7160637378692627,304,499
Chloramphenicol,NaN,NaN,NaN
Ciprofloxacin,0.7550534009933472,339,1680
Clarithromycin,0.6268464922904968,36,173
Clindamycin,0.6499578952789307,211,822
Colistin,NaN,NaN,NaN
Cotrimoxazol,0.38946670293807983,196,1553
Cotrimoxazole,NaN,NaN,NaN
Daptomycin,0.6727020144462585,1,718
Doxycycline,NaN,NaN,NaN
Ertapenem,0.8319107890129089,20,785
Erythromycin,0.6813127398490906,234,714
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.6001522541046143,293,1242
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,0.7954951524734497,176,560
Gentamicin,0.7620412111282349,133,1414
Gentamicin_high_level,0.6230601668357849,36,179
Imipenem,0.899763822555542,92,1123
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,0.7937633991241455,197,1007
Linezolid,NaN,NaN,NaN
Meropenem,0.7313913106918335,11,905
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,0.8735632300376892,3,29
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,NaN,NaN,NaN
Mupirocin,0.6977961659431458,10,726
Neomycin,NaN,NaN,NaN
Nitrofurantoin,0.7681367993354797,534,481
Norfloxacin,0.7081245183944702,143,657
Novobiocin,NaN,NaN,NaN
Oxacillin,0.7954621911048889,186,545
Penicillin,NaN,NaN,NaN
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,NaN,NaN,NaN
Piperacillin-Tazobactam,0.6238925457000732,188,987
Polymyxin B,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.8508335947990417,13,789
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,0.5453296303749084,26,56
Teicoplanin,0.8152173757553101,10,736
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.7426835298538208,130,747
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN
Tigecycline,0.7743455171585083,2,955
Tobramycin,NaN,NaN,NaN
Vancomycin,0.8793545365333557,16,1220
Voriconazole,NaN,NaN,NaN
micro,0.7637758255004883,,
macro,0.6446713667362929,,
