class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.7326045632362366,33,1813
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.8239449262619019,1394,3150
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.37795162200927734,3024,1523
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN
Azithromycin,0.6886792778968811,2,53
Aztreonam,NaN,NaN,NaN
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,0.686274528503418,51,1
Cefazolin,NaN,NaN,NaN
Cefepime,0.6318061947822571,259,1582
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN
Cefoxitin,NaN,NaN,NaN
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.6202304363250732,354,2420
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,1.0,1,1
Ceftriaxone,0.6461227536201477,716,2159
Cefuroxime,0.6738504767417908,1076,1766
Chloramphenicol,NaN,NaN,NaN
Ciprofloxacin,0.7347813248634338,396,3385
Clarithromycin,0.6149784922599792,215,835
Clindamycin,0.6872671246528625,397,826
Colistin,0.5428571701049805,5,7
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.6474968791007996,1253,2822
Daptomycin,NaN,NaN,NaN
Doxycycline,0.5259945392608643,44,793
Ertapenem,NaN,NaN,NaN
Erythromycin,0.915032684803009,3,51
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.7270129323005676,503,752
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,0.7291496992111206,31,714
Gentamicin,0.6846323609352112,550,3441
Gentamicin_high_level,NaN,NaN,NaN
Imipenem,0.7914659976959229,44,1812
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,NaN,NaN,NaN
Linezolid,0.44078949093818665,3,304
Meropenem,0.7777777314186096,8,18
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,0.5388349294662476,2,103
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,0.2234848439693451,4,66
Mupirocin,0.7827503085136414,535,140
Neomycin,NaN,NaN,NaN
Nitrofurantoin,0.8603603839874268,325,1426
Norfloxacin,0.7792044878005981,191,1140
Novobiocin,0.6850999593734741,7,93
Oxacillin,0.7674996256828308,710,851
Penicillin,0.7084913849830627,724,412
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,NaN,NaN,NaN
Piperacillin-Tazobactam,0.6398820281028748,309,2185
Polymyxin B,0.43540167808532715,486,2305
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.454515665769577,4,764
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,NaN,NaN,NaN
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.44990551471710205,23,46
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN
Tigecycline,NaN,NaN,NaN
Tobramycin,NaN,NaN,NaN
Vancomycin,0.8400834798812866,16,1108
Voriconazole,NaN,NaN,NaN
micro,0.7541899085044861,,
macro,0.5188307716794636,,
