class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
5-Fluorocytosine,0.033758848905563354,0.03676470588235294,25,655
Amikacin,0.07191205769777298,0.05661363372430612,975,16247
Aminoglycosides,0.17132100462913513,0.16393442622950818,20,102
Amoxicillin,0.18593521416187286,0.21621621621621623,136,493
Amoxicillin+Clavulanic acid,NaN,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.31581348180770874,0.3932138893293166,9920,15308
Amoxicillin-Clavulanic acid_uncomplicated_HWI,0.6735862493515015,0.3,24,56
AmphotericinB,NaN,NaN,NaN,NaN
Ampicillin,NaN,NaN,NaN,NaN
Ampicillin+Sulbactam,NaN,NaN,NaN,NaN
Ampicillin-Amoxicillin,0.8563302755355835,0.8174612035279669,21966,4905
Ampicillin-Sulbactam,0.915949821472168,0.7857142857142857,11,3
Anidulafungin,0.21929438412189484,0.28296296296296297,191,484
Azithromycin,0.089385986328125,0.12631578947368421,12,83
Aztreonam,0.6856474280357361,0.705607476635514,604,252
Bacitracin,1.0,1.0,4,0
Benzylpenicillin,NaN,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN,NaN
Caspofungin,0.05246861279010773,0.05393586005830904,37,649
Cefalotin-Cefazolin,NaN,NaN,NaN,NaN
Cefazolin,0.6578946113586426,0.420785173375847,4223,5813
Cefepime,0.24303433299064636,0.2288945076555696,6518,21958
Cefixime,0.11232587695121765,0.08108108108108109,6,68
Cefotaxim,NaN,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN,NaN
Cefoxitin,NaN,NaN,NaN,NaN
Cefoxitin_screen,0.4438095688819885,0.09615384615384616,5,47
Cefpodoxime,0.6229326128959656,0.34791666666666665,2338,4382
Ceftarolin,0.41236355900764465,0.2702702702702703,10,27
Ceftazidime,0.14955872297286987,0.14115685372585096,2455,14937
Ceftazidime-Avibactam,0.16072094440460205,0.2222222222222222,16,56
Ceftobiprole,0.6333009600639343,0.6129032258064516,38,24
Ceftolozane-Tazobactam,0.7363985776901245,0.32710280373831774,35,72
Ceftriaxone,0.3250693678855896,0.27496703710679976,7299,19246
Cefuroxime,0.5473248958587646,0.4230478351295141,4475,6103
Chloramphenicol,0.1514892876148224,0.13793103448275862,28,175
Ciprofloxacin,0.29577839374542236,0.24431129882460792,7462,23081
Clarithromycin,0.21909743547439575,0.18849840255591055,59,254
Clindamycin,0.46762019395828247,0.3132104719255942,3637,7975
Colistin,0.21063576638698578,0.15545737195221732,2850,15483
Cotrimoxazol,NaN,NaN,NaN,NaN
Cotrimoxazole,0.2625788748264313,0.18288288288288287,4872,21768
Daptomycin,0.011365991085767746,0.008784258608573436,100,11284
Doxycycline,0.23484176397323608,0.11428571428571428,12,93
Ertapenem,0.016784805804491043,0.019521453263742966,288,14465
Erythromycin,0.5657382011413574,0.4087914071667118,4529,6550
