class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,0.4004885256290436,25,655
Amikacin,0.5885363221168518,975,16247
Aminoglycosides,0.541176438331604,20,102
Amoxicillin,0.451870322227478,136,493
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.3604057729244232,9920,15308
Amoxicillin-Clavulanic acid_uncomplicated_HWI,0.7566964626312256,24,56
AmphotericinB,NaN,NaN,NaN
Ampicillin,NaN,NaN,NaN
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,0.6344482898712158,21966,4905
Ampicillin-Sulbactam,0.6969696879386902,11,3
Anidulafungin,0.37554630637168884,191,484
Azithromycin,0.27660641074180603,12,83
Aztreonam,0.4771759510040283,604,252
Bacitracin,0.0,4,0
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,0.43064171075820923,37,649
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,0.7154309153556824,4223,5813
Cefepime,0.5487081408500671,6518,21958
Cefixime,0.5563725233078003,6,68
Cefotaxim,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN
Cefoxitin,NaN,NaN,NaN
Cefoxitin_screen,0.7617021799087524,5,47
Cefpodoxime,0.7407860159873962,2338,4382
Ceftarolin,0.39629632234573364,10,27
Ceftazidime,0.5538560152053833,2455,14937
Ceftazidime-Avibactam,0.2522321343421936,16,56
Ceftobiprole,0.44078946113586426,38,24
Ceftolozane-Tazobactam,0.7539682984352112,35,72
Ceftriaxone,0.6073734164237976,7299,19246
Cefuroxime,0.6381223797798157,4475,6103
Chloramphenicol,0.4734693765640259,28,175
Ciprofloxacin,0.6185339689254761,7462,23081
Clarithromycin,0.5389696955680847,59,254
Clindamycin,0.6646537184715271,3637,7975
Colistin,0.5630204081535339,2850,15483
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.655348539352417,4872,21768
Daptomycin,0.47777116298675537,100,11284
Doxycycline,0.5994623899459839,12,93
Ertapenem,0.4174443781375885,288,14465
Erythromycin,0.6789649724960327,4529,6550
Fluconazol,NaN,NaN,NaN
Fluconazole,0.4705567955970764,265,410
Fosfomycin,0.7102627754211426,47,34
Fosfomycin-Trometamol,0.4816707372665405,1326,4803
Fusidic acid,0.5589430928230286,3413,7224
Gentamicin,0.6784584522247314,2303,8276
Gentamicin_high_level,0.6018379926681519,106,580
Imipenem,0.7588183283805847,6872,22519
Isavuconazole,1.0,1,4
Itraconazole,0.26742786169052124,252,416
Levofloxacin,0.4838595688343048,3973,16811
Linezolid,0.29116135835647583,14,12274
Meropenem,0.7755860090255737,5145,24386
Meropenem_with_meningitis,0.5814363360404968,28,182
Meropenem_without_meningitis,0.6029197573661804,5,137
Metronidazole,0.3930104374885559,14,233
Micafungin,0.3633289337158203,103,577
Minocycline,0.49125874042510986,22,52
Moxifloxacin,0.48446089029312134,91,320
Mupirocin,0.6927915811538696,25,3790
Neomycin,NaN,NaN,NaN
Nitrofurantoin,0.8300268650054932,412,1696
Norfloxacin,0.6400638222694397,871,5234
Novobiocin,NaN,NaN,NaN
Oxacillin,0.7867031097412109,4641,6344
Penicillin,0.5297671556472778,9881,3525
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,0.34679925441741943,178,152
Penicillin_with_meningitis,0.4843865633010864,58,233
Penicillin_with_other_infections,0.4968675971031189,51,241
Penicillin_with_pneumonia,0.513938307762146,12,281
Penicillin_without_endokarditis,0.5241674184799194,141,184
Piperacillin,NaN,NaN,NaN
Piperacillin-Tazobactam,0.5614007115364075,6546,21852
Polymyxin B,NaN,NaN,NaN
Posaconazole,0.6705772876739502,51,361
Quinolones,0.3195142447948456,12,199
Rifampicin,0.7668856978416443,542,10424
Rifampicin_1mg-l,0.375,2,8
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,0.4846098721027374,226,7465
Teicoplanin_GRD,0.7000000476837158,2,10
Tetracycline,0.8378312587738037,3082,6836
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,0.0,5,0
Tigecycline,0.7511497139930725,48,12232
Tobramycin,0.49856093525886536,1695,16495
Vancomycin,0.8200828433036804,178,14898
Voriconazole,0.5539841055870056,29,473
micro,0.5968774557113647,,
macro,0.543168117860695,,
