class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.0,1674,0
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,0.0,1,0
Amoxicillin+Clavulanic acid,0.5288461446762085,2,156
Amoxicillin-Clavulanic acid,0.5454545021057129,1,11
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,0.06261682510375977,1,1070
Ampicillin,0.3487185537815094,8045,7465
Ampicillin+Sulbactam,0.4759042263031006,6450,5944
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN
Azithromycin,0.5273869633674622,151,587
Aztreonam,NaN,NaN,NaN
Bacitracin,0.32413792610168457,29,85
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,0.38321810960769653,175,744
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN
Cefepime,0.7128835916519165,1517,9
Cefixime,NaN,NaN,NaN
Cefotaxim,0.5289657115936279,1203,9931
Cefotaxime,NaN,NaN,NaN
Cefoxitin,0.0,1,0
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,0.6190475821495056,3,7
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.6407684087753296,2937,8980
Ceftazidime-Avibactam,0.43727272748947144,22,50
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,0.7352941632270813,17,56
Ceftriaxone,0.6560556888580322,597,4852
Cefuroxime,0.33301517367362976,7334,3
Chloramphenicol,NaN,NaN,NaN
Ciprofloxacin,0.6198453903198242,3267,9245
Clarithromycin,0.5688087344169617,151,587
Clindamycin,0.6651986241340637,5459,5381
Colistin,NaN,NaN,NaN
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.608703076839447,5257,14354
Daptomycin,NaN,NaN,NaN
Doxycycline,NaN,NaN,NaN
Ertapenem,NaN,NaN,NaN
Erythromycin,0.6293587684631348,5475,4098
Fluconazol,0.31786972284317017,184,877
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.5550746917724609,1849,7920
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,0.36252859234809875,13,101
Gentamicin,0.6282617449760437,12669,4800
Gentamicin_high_level,NaN,NaN,NaN
Imipenem,0.8913261890411377,3938,11342
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,0.7530122995376587,1599,4224
Linezolid,0.6209452748298645,69,9840
Meropenem,0.8245829939842224,515,11917
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,NaN,NaN,NaN
Micafungin,0.5980881452560425,3,802
Minocycline,NaN,NaN,NaN
Moxifloxacin,0.5648157596588135,2808,5045
Mupirocin,0.4541284441947937,8,109
Neomycin,0.6239285469055176,35,80
Nitrofurantoin,0.7273021936416626,153,4058
Norfloxacin,NaN,NaN,NaN
Novobiocin,NaN,NaN,NaN
Oxacillin,0.7368624806404114,1868,3804
Penicillin,0.5536764860153198,16,170
PenicillinG,0.5822737812995911,5883,1885
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,0.5106186866760254,1557,60
Piperacillin-Tazobactam,0.6358113288879395,3343,8624
Polymyxin B,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.7820147275924683,184,5472
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,0.17391306161880493,1,23
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.7260685563087463,1356,4625
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN
Tigecycline,0.8006181120872498,99,9560
Tobramycin,0.0,1685,0
Vancomycin,0.8078898191452026,330,10551
Voriconazole,0.3402338922023773,8,791
micro,0.6850173473358154,,
macro,0.4477780074403997,,
