class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN,NaN
Amikacin,1.0,1.0,1674,0
Aminoglycosides,NaN,NaN,NaN,NaN
Amoxicillin,1.0,1.0,1,0
Amoxicillin+Clavulanic acid,0.050115205347537994,0.012658227848101266,2,156
Amoxicillin-Clavulanic acid,0.25,0.08333333333333333,1,11
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN,NaN
AmphotericinB,0.0009496675920672715,0.0009337068160597573,1,1070
Ampicillin,0.3556251525878906,0.5186976144422953,8045,7465
Ampicillin+Sulbactam,0.5758814215660095,0.5204131031144102,6450,5944
Ampicillin-Amoxicillin,NaN,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN,NaN
Azithromycin,0.2040688693523407,0.2046070460704607,151,587
Aztreonam,NaN,NaN,NaN,NaN
Bacitracin,0.1937655657529831,0.2543859649122807,29,85
Benzylpenicillin,NaN,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN,NaN
Caspofungin,0.14755769073963165,0.19042437431991294,175,744
Cefalotin-Cefazolin,NaN,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN,NaN
Cefepime,0.9945048093795776,0.9941022280471822,1517,9
Cefixime,NaN,NaN,NaN,NaN
Cefotaxim,0.11541880667209625,0.10804742231004132,1203,9931
Cefotaxime,NaN,NaN,NaN,NaN
Cefoxitin,1.0,1.0,1,0
Cefoxitin_screen,NaN,NaN,NaN,NaN
Cefpodoxime,0.6428571343421936,0.3,3,7
Ceftarolin,NaN,NaN,NaN,NaN
Ceftazidime,0.3238987326622009,0.24645464462532515,2937,8980
Ceftazidime-Avibactam,0.3479371964931488,0.3055555555555556,22,50
Ceftobiprole,NaN,NaN,NaN,NaN
Ceftolozane-Tazobactam,0.37179315090179443,0.2328767123287671,17,56
Ceftriaxone,0.17430193722248077,0.10956138741053405,597,4852
Cefuroxime,0.9978232383728027,0.999591113534142,7334,3
Chloramphenicol,NaN,NaN,NaN,NaN
Ciprofloxacin,0.3725147843360901,0.26110933503836314,3267,9245
Clarithromycin,0.25635552406311035,0.2046070460704607,151,587
Clindamycin,0.594760537147522,0.5035977859778598,5459,5381
Colistin,NaN,NaN,NaN,NaN
Cotrimoxazol,NaN,NaN,NaN,NaN
Cotrimoxazole,0.3984382450580597,0.26806384172148284,5257,14354
Daptomycin,NaN,NaN,NaN,NaN
Doxycycline,NaN,NaN,NaN,NaN
Ertapenem,NaN,NaN,NaN,NaN
Erythromycin,0.7437599301338196,0.5719210278909432,5475,4098
Fluconazol,0.12347395718097687,0.17342130065975495,184,877
Fluconazole,NaN,NaN,NaN,NaN
Fosfomycin,0.28742191195487976,0.18927218753198893,1849,7920
Fosfomycin-Trometamol,NaN,NaN,NaN,NaN
Fusidic acid,0.12092822790145874,0.11403508771929824,13,101
Gentamicin,0.8342475295066833,0.7252275459385197,12669,4800
Gentamicin_high_level,NaN,NaN,NaN,NaN
Imipenem,0.8096755146980286,0.25772251308900523,3938,11342
Isavuconazole,NaN,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN,NaN
Levofloxacin,0.663017988204956,0.2746007212776919,1599,4224
Linezolid,0.007946259342133999,0.00696336663639116,69,9840
Meropenem,0.18773460388183594,0.041425353925353924,515,11917
Meropenem_with_meningitis,NaN,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN,NaN
Metronidazole,NaN,NaN,NaN,NaN
Micafungin,0.027214694768190384,0.0037267080745341614,3,802
Minocycline,NaN,NaN,NaN,NaN
Moxifloxacin,0.3988473117351532,0.3575703552782376,2808,5045
Mupirocin,0.05928495153784752,0.06837606837606838,8,109
Neomycin,0.2118242084980011,0.30434782608695654,35,80
Nitrofurantoin,0.25188910961151123,0.03633341249109475,153,4058
Norfloxacin,NaN,NaN,NaN,NaN
Novobiocin,NaN,NaN,NaN,NaN
Oxacillin,0.5877909660339355,0.32933709449929477,1868,3804
Penicillin,0.12539176642894745,0.08602150537634409,16,170
PenicillinG,0.7466800212860107,0.7573377960865088,5883,1885
Penicillin_with_endokarditis,NaN,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN,NaN
Piperacillin,0.9519051909446716,0.9628942486085343,1557,60
Piperacillin-Tazobactam,0.42359402775764465,0.2793515500960976,3343,8624
Polymyxin B,NaN,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN,NaN
Rifampicin,0.1637950986623764,0.03253182461103253,184,5472
Rifampicin_1mg-l,NaN,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN,NaN
Teicoplanin,0.05263157933950424,0.041666666666666664,1,23
Teicoplanin_GRD,NaN,NaN,NaN,NaN
Tetracycline,0.5191950798034668,0.22671794014378865,1356,4625
Ticarcillin,NaN,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN,NaN
Tigecycline,0.08030222356319427,0.010249508230665701,99,9560
Tobramycin,1.0,1.0,1685,0
Vancomycin,0.10492822527885437,0.030328094844223878,330,10551
Voriconazole,0.009195735678076744,0.010012515644555695,8,791
micro,0.490293025970459,0.33282637092626105,,
macro,0.40533150578207544,NaN,,
