class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.5550004839897156,34,1981
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.32409653067588806,1516,5080
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.7757703065872192,4840,2037
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,0.8670227527618408,145,142
Anidulafungin,NaN,NaN,NaN
Azithromycin,NaN,NaN,NaN
Aztreonam,0.46629902720451355,24,204
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN
Cefepime,0.5582443475723267,337,6607
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,0.6666666269302368,1,24
Cefoxitin,NaN,NaN,NaN
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.4926975667476654,555,6375
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,NaN,NaN,NaN
Ceftriaxone,0.49640196561813354,529,6089
Cefuroxime,NaN,NaN,NaN
Chloramphenicol,0.5199999809265137,1,25
Ciprofloxacin,0.5552499890327454,1141,8676
Clarithromycin,NaN,NaN,NaN
Clindamycin,0.6200080513954163,136,218
Colistin,0.5114572048187256,19,294
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.0,1280,0
Daptomycin,0.5435606241226196,44,348
Doxycycline,NaN,NaN,NaN
Ertapenem,0.5957682728767395,119,6478
Erythromycin,0.6344831585884094,702,1729
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.7697694301605225,1460,8156
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,NaN,NaN,NaN
Gentamicin,0.496577650308609,495,9531
Gentamicin_high_level,NaN,NaN,NaN
Imipenem,0.859362781047821,552,6263
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,0.628638505935669,47,163
Linezolid,0.44508713483810425,4,3328
Meropenem,0.8281222581863403,30,1919
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,NaN,NaN,NaN
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,NaN,NaN,NaN
Mupirocin,NaN,NaN,NaN
Neomycin,NaN,NaN,NaN
Nitrofurantoin,NaN,NaN,NaN
Norfloxacin,NaN,NaN,NaN
Novobiocin,NaN,NaN,NaN
Oxacillin,NaN,NaN,NaN
Penicillin,0.5607901811599731,1826,349
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,0.6132558584213257,33,219
Piperacillin-Tazobactam,0.580479621887207,573,6284
Polymyxin B,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.6659492254257202,21,2987
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,0.4749104082584381,8,279
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.7237910628318787,299,2747
Ticarcillin,0.5272195935249329,161,68
Ticarcillin-Clavulan acid,0.5033763647079468,104,131
Tigecycline,0.7046640515327454,2,3066
Tobramycin,0.4226570725440979,12,313
Vancomycin,0.695569634437561,17,3314
Voriconazole,NaN,NaN,NaN
micro,0.6236860752105713,,
macro,0.5623699350016458,,
