class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.6276708841323853,26,900
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.6424968242645264,536,1454
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.9649295806884766,714,634
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN
Azithromycin,NaN,NaN,NaN
Aztreonam,NaN,NaN,NaN
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,0.4908011257648468,618,457
Benzylpenicillin_others,0.4599999785423279,2,25
Benzylpenicillin_with_meningitis,0.800000011920929,2,25
Benzylpenicillin_with_pneumonia,0.11538463830947876,1,26
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN
Cefepime,0.5598827004432678,269,1420
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN
Cefoxitin,0.7500301599502563,234,566
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.572213888168335,106,834
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,NaN,NaN,NaN
Ceftriaxone,0.6289018392562866,115,970
Cefuroxime,0.39056071639060974,304,499
Chloramphenicol,NaN,NaN,NaN
Ciprofloxacin,0.6264784336090088,339,1680
Clarithromycin,0.5194283723831177,36,173
Clindamycin,0.6448870897293091,211,822
Colistin,NaN,NaN,NaN
Cotrimoxazol,0.6645169854164124,196,1553
Cotrimoxazole,NaN,NaN,NaN
Daptomycin,0.2729805111885071,1,718
Doxycycline,NaN,NaN,NaN
Ertapenem,0.4372611939907074,20,785
Erythromycin,0.6592029929161072,234,714
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.8798315525054932,293,1242
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,0.5058745741844177,176,560
Gentamicin,0.4731365144252777,133,1414
Gentamicin_high_level,0.6222842931747437,36,179
Imipenem,0.8516203165054321,92,1123
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,0.7212028503417969,197,1007
Linezolid,NaN,NaN,NaN
Meropenem,0.8887996077537537,11,905
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,0.5977011919021606,3,29
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,NaN,NaN,NaN
Mupirocin,0.48553717136383057,10,726
Neomycin,NaN,NaN,NaN
Nitrofurantoin,0.7166367173194885,534,481
Norfloxacin,0.549712061882019,143,657
Novobiocin,NaN,NaN,NaN
Oxacillin,0.8274933099746704,186,545
Penicillin,NaN,NaN,NaN
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,NaN,NaN,NaN
Piperacillin-Tazobactam,0.6423532366752625,188,987
Polymyxin B,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.8143707513809204,13,789
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,0.49450552463531494,26,56
Teicoplanin,0.24864129722118378,10,736
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.5749047994613647,130,747
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN
Tigecycline,0.717277467250824,2,955
Tobramycin,NaN,NaN,NaN
Vancomycin,0.9299179315567017,16,1220
Voriconazole,NaN,NaN,NaN
micro,0.6944053173065186,,
macro,0.5842357274144888,,
