class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.0,1674,0
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,0.0,1,0
Amoxicillin+Clavulanic acid,0.4262820780277252,2,156
Amoxicillin-Clavulanic acid,0.8181818127632141,1,11
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,0.8130841851234436,1,1070
Ampicillin,0.5408079624176025,8045,7465
Ampicillin+Sulbactam,0.46509623527526855,6450,5944
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN
Azithromycin,0.5647528767585754,151,587
Aztreonam,NaN,NaN,NaN
Bacitracin,0.384989857673645,29,85
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,0.23431643843650818,175,744
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN
Cefepime,0.7145682573318481,1517,9
Cefixime,NaN,NaN,NaN
Cefotaxim,0.5049388408660889,1203,9931
Cefotaxime,NaN,NaN,NaN
Cefoxitin,0.0,1,0
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,0.4285714030265808,3,7
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.6681957840919495,2937,8980
Ceftazidime-Avibactam,0.5118181705474854,22,50
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,0.6228991746902466,17,56
Ceftriaxone,0.6717173457145691,597,4852
Cefuroxime,0.33351510763168335,7334,3
Chloramphenicol,NaN,NaN,NaN
Ciprofloxacin,0.648945689201355,3267,9245
Clarithromycin,0.5374956130981445,151,587
Clindamycin,0.735625684261322,5459,5381
Colistin,NaN,NaN,NaN
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.6424424052238464,5257,14354
Daptomycin,NaN,NaN,NaN
Doxycycline,NaN,NaN,NaN
Ertapenem,NaN,NaN,NaN
Erythromycin,0.589568018913269,5475,4098
Fluconazol,0.7148691415786743,184,877
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.6031912565231323,1849,7920
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,0.4958111643791199,13,101
Gentamicin,0.6904997229576111,12669,4800
Gentamicin_high_level,NaN,NaN,NaN
Imipenem,0.9025992155075073,3938,11342
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,0.7607690095901489,1599,4224
Linezolid,0.5962191820144653,69,9840
Meropenem,0.8035449385643005,515,11917
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,NaN,NaN,NaN
Micafungin,0.667497992515564,3,802
Minocycline,NaN,NaN,NaN
Moxifloxacin,0.49311017990112305,2808,5045
Mupirocin,0.4988531768321991,8,109
Neomycin,0.5807142853736877,35,80
Nitrofurantoin,0.7475349307060242,153,4058
Norfloxacin,NaN,NaN,NaN
Novobiocin,NaN,NaN,NaN
Oxacillin,0.7416490316390991,1868,3804
Penicillin,0.5852941274642944,16,170
PenicillinG,0.47609278559684753,5883,1885
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,0.4381716847419739,1557,60
Piperacillin-Tazobactam,0.689656138420105,3343,8624
Polymyxin B,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.797126293182373,184,5472
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,0.08695650100708008,1,23
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.7133510112762451,1356,4625
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN
Tigecycline,0.7996333837509155,99,9560
Tobramycin,0.0,1685,0
Vancomycin,0.8164324760437012,330,10551
Voriconazole,0.3767382800579071,8,791
micro,0.6943921446800232,,
macro,0.47252857632804335,,
