class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.5774712562561035,34,1981
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.8226020932197571,1516,5080
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.4527908265590668,4840,2037
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,0.20631375908851624,145,142
Anidulafungin,NaN,NaN,NaN
Azithromycin,NaN,NaN,NaN
Aztreonam,0.5501430034637451,24,204
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN
Cefepime,0.69441819190979,337,6607
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,0.7083333730697632,1,24
Cefoxitin,NaN,NaN,NaN
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.6836296319961548,555,6375
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,NaN,NaN,NaN
Ceftriaxone,0.695731520652771,529,6089
Cefuroxime,NaN,NaN,NaN
Chloramphenicol,0.9999999403953552,1,25
Ciprofloxacin,0.7041819095611572,1141,8676
Clarithromycin,NaN,NaN,NaN
Clindamycin,0.6541081666946411,136,218
Colistin,0.5477980375289917,19,294
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.0,1280,0
Daptomycin,0.4954283833503723,44,348
Doxycycline,NaN,NaN,NaN
Ertapenem,0.6002955436706543,119,6478
Erythromycin,0.6799015998840332,702,1729
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.6433606743812561,1460,8156
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,NaN,NaN,NaN
Gentamicin,0.70293128490448,495,9531
Gentamicin_high_level,NaN,NaN,NaN
Imipenem,0.9127742052078247,552,6263
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,0.6308575868606567,47,163
Linezolid,0.37176984548568726,4,3328
Meropenem,0.8293554782867432,30,1919
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,NaN,NaN,NaN
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,NaN,NaN,NaN
Mupirocin,NaN,NaN,NaN
Neomycin,NaN,NaN,NaN
Nitrofurantoin,NaN,NaN,NaN
Norfloxacin,NaN,NaN,NaN
Novobiocin,NaN,NaN,NaN
Oxacillin,NaN,NaN,NaN
Penicillin,0.5820503234863281,1826,349
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,0.4686591923236847,33,219
Piperacillin-Tazobactam,0.6651469469070435,573,6284
Polymyxin B,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.747238039970398,21,2987
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,0.5277777910232544,8,279
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.771531879901886,299,2747
Ticarcillin,0.3855498433113098,161,68
Ticarcillin-Clavulan acid,0.5081473588943481,104,131
Tigecycline,0.8721460103988647,2,3066
Tobramycin,0.5194355845451355,12,313
Vancomycin,0.7007348537445068,17,3314
Voriconazole,NaN,NaN,NaN
micro,0.8186913728713989,,
macro,0.5975032610552652,,
